temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,angle_of_incidence,azimuth,generated_power_kw
18.03,24,1024.4,0,0,11.18,356.31,30.355612,219.52829,2574.2649
18.43,24,1024,0,0,10.45,1.97,45.308018,234.50885,1970.0668
18.45,24,1023.2,0,0,10.11,4.09,60.250383,246.88895,890.54546
18.12,24,1023.1,0,0,9.01,2.29,75.150699,257.60962,201.97139
17.24,27,1023.4,0,0,7.57,2.73,85.041882,264.3594,3.1634921
4.92,51,1023.8,0,0,10.23,219.29,74.252706,102.84638,316.75294
5.13,51,1023.8,0,0,9.79,216.03,59.344908,113.62107,1119.0581
8.26,47,1022.3,0,0,7.59,211.43,44.401257,126.12035,1684.25
12.72,40,1022.3,0,0,5.01,248.96,29.450006,141.30083,2025.6491
15.51,33,1020.5,0,0,5.86,312.51,14.50901,159.7607,2449.8276
17.08,27,1019.4,0,0,8.09,327.72,3.9787206,180.70723,2696.244
17.36,29,1020.7,0,0,11.73,342.12,15.495919,201.5673,2719.7232
17.94,29,1019.7,0,0,12.88,333.43,30.439986,219.84131,2363.8079
17.96,30,1019.2,0,0,13.89,328.78,45.392663,234.84776,1622.7733
17.8,31,1018.9,0,0,15.19,323.67,60.337709,247.23097,919.99007
17.09,34,1019.3,0,0,17.21,322.65,75.283394,257.97696,170.47789
15.59,35,1019.4,0,0,18.29,323.81,84.6828,264.37342,0.42124183
4,94,1024.7,0,0,20.8,23.46,74.089689,102.68037,13.023446
3.85,93,1025.2,0,0,21.58,27.85,59.300255,113.38017,80.849335
4.53,88,1025.6,0,0,23.04,28.97,44.354955,125.90238,149.22339
5.08,82,1026.1,0,0,23.66,33.21,29.405678,141.13835,327.36518
7.03,71,1024.8,0,0,25.13,38.02,14.481273,159.70794,716.79222
8.44,63,1024.1,0,0,21.71,40.29,4.1442438,180.80928,343.72481
-4.84,87,1029,0,0,7.92,360,74.173373,102.34609,373.094
-3.96,88,1028.5,0,0,6.15,339.44,59.25614,113.13866,1187.4758
-1.06,72,1028.4,0,0,13.72,4.51,44.310406,125.68345,1987.7126
0.72,59,1028.9,0,0,19.24,17.42,29.365277,140.97508,2530.0079
2.32,52,1026.2,0,0,19.97,27.95,14.464402,159.6558,2894.8564
4.23,45,1026,0,0,18.17,33.69,4.3393921,180.91441,3056.7941
6.04,40,1024.6,0,0,22.22,40.4,15.715145,202.05396,2997.9068
6.96,35,1022.5,0,0,21.76,38.96,30.626087,220.4804,2742.1568
7.71,34,1022.6,0,0,21.27,33.96,45.57342,235.53551,2261.1239
7.76,35,1021.6,0,0,21.79,30.8,60.520427,247.92204,1191.2775
7.47,38,1021.4,0,0,21.37,32.62,75.434737,258.63592,187.58972
6.75,41,1021.6,0,0,19.97,33.98,85.721107,265.63092,1.6152778
-4.58,95,1024.9,0,0,4.9,233.97,84.830322,94.837679,4.1297112
-4.35,94,1024.9,0,0,4.39,214.99,74.133099,102.09574,359.65066
-2.81,82,1025,0,0,1.94,201.8,59.212658,112.89653,928.4873
2.62,60,1023.3,0,0,0.8,153.43,44.267714,125.46353,1368.7558
2.91,53,1022.3,0,0,10.51,51.95,29.328928,140.81096,1027.2717
3.49,46,1020.3,0,0,16.78,35.39,14.458547,159.60418,1031.5255
4.71,45,1018.7,0,0,18.04,28.61,4.5854296,180.98819,1008.4002
6.17,47,1018.6,0,0,15.27,8.13,15.841155,202.30412,1991.6894
6.73,45,1018.6,0,0,15.27,8.13,30.727565,220.80628,1378.1712
6.86,43,1017.3,0,0,15.63,7.94,45.669323,235.88409,498.44188
6.36,44,1016.9,0,0,14.51,7.13,60.61562,248.27084,100.45392
6.36,43,1016.9,0,0,14.11,5.86,75.602098,259.02835,12.821569
-2.7,87,1020.3,0,0,9.03,184.57,85.277651,94.258196,2.1010436
-2.84,87,1019.4,0,0,9.37,182.2,74.092551,101.84525,341.86061
-2.17,83,1020.5,0,0,10.14,186.12,59.1699,112.65377,1201.3055
2.06,63,1019.6,0,0,10.54,172.15,44.226978,125.24258,1957.4223
5.05,51,1017.7,0,0,11.17,159.23,29.408181,140.51458,2528.7962
6.77,44,1016.7,0,0,12.3,159.44,14.217778,159.88841,2848.1827
8.16,39,1016.7,0,0,14.24,163.86,4.8005218,181.13366,2952.9333
8.53,33,1016.6,0,0,7.42,157.17,15.977612,202.55876,2915.0436
9.29,33,1015.8,0,0,11.73,162.12,30.834489,221.13622,2651.5866
9.87,32,1015.5,0,0,14.49,165.62,45.768773,236.23563,2153.0843
10.03,33,1014.6,0,0,15.82,168.18,60.71324,248.62163,1179.0811
9.79,34,1014.6,0,0,17.23,169.16,75.632314,259.32746,213.97641
9.08,36,1015.1,0,0,17.23,169.16,85.944587,266.32075,3.7451389
0.44,93,1017.9,0,0,29.72,168.83,74.051822,101.59462,22.180013
0.89,93,1017.9,0,0,29.53,170.88,59.127952,112.41036,159.44572
1.98,88,1017,0,0,30.5,172.54,44.188288,125.02057,343.32086
4.06,76,1017.3,0,0,31.37,170.75,29.26884,140.47986,2283.5726
5.73,70,1015.9,0,0,30.19,171.77,14.480216,159.50224,2445.9668
7.7,63,1014.5,0,0,29.99,175.18,5.0593281,181.24769,1415.1719
10.44,50,1012.5,0,0,24.2,157.25,60.813193,248.97431,95.074551
10.44,48,1012.7,0,0,20.01,149.74,75.733306,259.67505,144.51816
10.23,48,1012.6,0,0,16.87,140.19,85.700915,266.42173,0.68412698
1.04,91,1018.1,0.1,0.14,32.16,158.32,74.010996,101.34388,13.995278
1.34,88,1018.7,0.1,0,25.94,150.95,59.086891,112.16631,40.578889
2.66,81,1018.6,0.1,0,26.9,155.49,44.15173,124.79746,82.954039
4.1,75,1018.5,0,0,28.86,146.71,29.245295,140.31278,159.23395
4.97,71,1018.3,0.1,0,31.58,133.15,14.50776,159.45179,415.38627
5.14,67,1018.8,0,0,26.07,125.45,5.3337756,181.36461,505.88852
4.39,79,1018.9,0.4,0,16.99,126.38,16.280276,203.0813,456.43138
5.73,74,1018.4,0.4,0,14.28,123.69,31.064134,221.80803,463.791
5.25,76,1018.3,0.3,0,15.99,125.84,45.9779,236.94719,126.05724
5.57,75,1016.9,0.2,0,15.26,109.29,60.915386,249.32873,88.117222
6.43,70,1016.7,0.1,0,16.87,101.07,75.835652,260.02369,2.1630428
3.03,92,1015.9,0.1,0,16.2,91.27,73.970154,101.09303,22.253985
4.32,84,1015.7,0,0,19.24,107.42,59.046792,111.92161,200.51778
4.57,79,1015.4,0.3,0,24.93,107.65,44.117378,124.57325,384.36778
5.63,80,1015.5,0.6,0,24.48,90.84,29.226194,140.1446,271.08084
5.56,85,1014.2,0.9,0,15.29,63.43,14.546367,159.4016,246.9109
5.48,88,1013.8,0.6,0,13.28,40.6,5.6215541,181.48437,307.93985
9.15,59,1013.8,0,0,16.85,70.02,16.445671,203.34907,245.80199
9.01,64,1013.5,0,0,17.58,79.38,31.18658,222.14966,145.8094
9.54,64,1012.2,0.7,0,20.38,72.53,46.087373,237.30693,249.51502
8.1,77,1012.2,0.6,0,16.65,68.43,61.019728,249.68476,47.087222
3.35,66,1012.2,0,0,6.64,40.6,85.179187,93.237215,16.812366
1.63,84,1013,0,0,9.01,357.71,73.929372,100.84208,189.80922
2.01,86,1013.5,0,0,6.57,350.54,59.007724,111.67627,513.76958
6.61,63,1011.9,0,0,8.56,67.75,44.085304,124.3479,784.0065
10.41,49,1010.2,0,0,18.08,54.73,29.211608,139.97528,1027.8736
12.77,44,1008.7,0,0,18.92,68.81,14.595921,159.35161,829.40524
14.82,39,1007.8,0,0,23.76,89.13,5.9208496,181.60693,686.81278
15.22,38,1007.7,0,0,19.44,90,16.619882,203.62111,556.95978
14.44,41,1007.8,0,0,23.34,109.83,31.313918,222.49499,174.35133
13.97,47,1007.3,0,0,22.93,112.14,46.19998,237.66916,34.002555
10.54,68,1007.5,0,0,16.92,128.09,61.126129,250.0423,14.595123
10.8,70,1007.4,0.7,0,17.73,119.17,74.556682,259.71583,9.6833722
4.47,95,1009.5,1.6,0,11.21,47.6,73.299865,100.99203,1.8783543
4.7,95,1009.9,0.7,0,10.44,46.4,58.969753,111.43029,40.961315
6.11,91,1009.6,0.4,0,10,59.74,44.055574,124.1214,398.11256
7.11,86,1009.7,0.4,0,8.91,75.96,29.201598,139.80476,550.69889
8.14,83,1008,0.2,0,8.89,68.63,14.656259,159.30176,297.92457
8.5,82,1008,0,0,8.91,46.64,6.2301044,181.73227,455.46878
9.1,74,1007.9,0.1,0,15.68,58.13,16.802484,203.89737,457.49553
10.06,66,1007.1,0,0,18.28,57.88,31.445999,222.84392,393.47418
8.99,77,1006.9,0.3,0,22.91,45,46.315617,238.03375,206.87611
8.4,87,1007.3,1.5,0,19.59,20.43,61.234497,250.4012,111.46311
8.51,90,1006.7,1.4,0,20.27,33.41,76.150001,261.07465,75.63092
3.1,95,1011.2,0,0,9.18,25.56,100.07277,83.008742,22.207222
2.81,95,1010.8,0,0,7.52,16.7,88.610039,90.380213,93.382289
3.11,94,1011.8,0,0,6.88,6.01,73.848279,100.33997,185.65667
4.78,88,1011.5,0,0,9.11,18.43,58.932946,111.18367,267.32485
6.29,82,1010.9,0,0,15.48,35.54,44.028253,123.89372,394.44308
7.09,80,1010.1,0,0,20.3,37.07,29.196219,139.63298,482.98405
6.76,84,1010.1,0.4,0,22.16,43.03,14.727184,159.25198,316.56143
7.76,69,1008.3,0,0,20.67,54.93,6.5479714,181.86032,530.11866
8.24,67,1007.8,0,0,21.97,55.01,16.993046,204.17779,302.61083
8.57,65,1007.7,0,0,22.78,58.57,31.58267,223.19635,272.24847
8.72,63,1006.9,0,0,21.26,61.7,46.434174,238.40059,194.02072
9.01,61,1006.9,0,0,19.49,64.86,61.344737,250.76136,91.448095
9.05,59,1006.9,0,0,17.19,70.43,71.789045,258.37896,0.0375
2.68,95,1008,1.4,0,3.55,156.04,100.14847,82.675455,13.485484
2.89,96,1007.3,1.7,0,6.44,153.43,88.565662,90.12931,135.51043
3.21,95,1007.5,2,0,9.96,167.47,73.808113,100.08882,225.46611
3.62,93,1007.8,2.2,0,11.87,165.96,58.897366,110.93641,182.93889
3.94,93,1007.5,2.2,0,10.39,165.96,44.003401,123.66484,185.29973
5.41,88,1005.8,1.5,0,12.24,151.93,29.195516,139.4599,249.62361
7.28,82,1004.5,0.7,0,19.13,160.2,14.808467,159.20221,32.046548
7.45,77,1003.4,1.5,0,6.49,109.44,31.723768,223.55217,7.1075
6.62,84,1002.6,1.7,0,8.85,26.57,46.555537,238.76954,9.3633974
2.51,93,1005.2,2,1.68,16.18,339.15,61.456753,251.12263,0.27835317
1.72,96,1005.2,0,0,13.28,32.83,88.522464,89.878916,27.660556
2.2,94,1006.2,0,0,12.77,21.5,73.768299,99.837628,260.85006
3.1,92,1005.8,0,0,13.14,9.46,58.863079,110.68852,516.37833
4.37,88,1006.4,0,0,12.43,22.11,43.981079,123.43475,626.12122
7.12,82,1004.7,0.5,0,19.8,27.03,29.199532,139.28545,298.40836
7.68,80,1004.2,0.7,0,30.75,25.67,14.899849,159.15237,219.53748
7.43,87,1005.6,0,0,36.93,46.97,7.219016,182.23451,109.12147
7.39,85,1005.3,0.1,0,39.82,37.28,17.396334,204.75086,202.1585
7.64,81,1005.8,0.1,0,41.11,37.17,31.869126,223.91126,85.974686
8.17,78,1005.9,0,0,41.84,33.42,46.679587,239.14047,116.51056
7.14,77,1006.2,0,0,41.18,31.05,61.484105,251.41998,39.148023
-3.32,92,1013.4,0,0,29.38,352.96,100.16347,82.094987,6.3583333
-3.49,92,1013.1,0,0,30.06,353.81,88.480866,89.629042,368.43005
-2.5,91,1013,0,0,34.59,357.61,73.72891,99.586405,1005.7376
-1.38,82,1013.2,0,0,38.94,3.18,58.830151,110.43999,1120.8914
-0.2,76,1013.2,0,0,42.06,6.88,43.961345,123.20341,1637.6355
0.81,67,1012,0,0,44.92,9.69,29.208303,139.10957,2142.2057
1.58,63,1011.8,0,0,46.2,13.06,15.001054,159.10239,1305.8351
2.88,61,1012.6,0,0,53.1,10.55,7.5422315,182.26037,1723.1202
3.35,59,1012.3,0,0,51.02,8.93,17.608201,205.04336,1995.2404
3.76,57,1012.4,0,0,53.53,12.82,32.018569,224.27351,1689.6365
3.92,55,1012.2,0,0,54.67,12.94,46.806198,239.51324,997.45909
4.03,55,1012.2,0,0,55.29,12.41,61.685696,251.84802,507.43333
3.76,57,1012.6,0,0,54.94,15.58,73.607072,260.46592,27.297123
-1.34,78,1021.9,0,0,26.67,328.24,100.73023,81.430521,6.5301802
-0.66,73,1022.2,0,0,29.35,326.5,88.441247,89.379697,121.87213
-0.21,75,1022.8,0,0.14,31.45,326.67,73.690026,99.335157,450.78138
0.6,82,1023.2,0.1,0.42,31.45,326.67,58.798652,110.19082,871.6075
2.25,80,1023.5,0.1,0.56,31.26,324.85,43.944261,122.9708,875.37472
4.32,72,1022.5,0,0,36.45,317.8,29.22186,138.9322,960.74139
5.37,74,1021.8,0.1,0,38.45,313.86,15.111784,159.05217,813.86954
5.98,85,1019.9,0.4,0,24.49,311.42,7.8841805,182.39881,531.99432
9.11,78,1018.9,0.1,0,29.81,317.45,17.826312,205.33972,270.46316
11.17,72,1018.5,0,0,31.67,319.61,32.171913,224.63878,326.12917
12.26,69,1017.6,0,0,32.06,325.06,46.935239,239.88772,140.42278
12.29,71,1018.4,0,0,31.85,325.59,61.802405,252.21185,370.65444
10.59,82,1019.1,0,0,26.37,327.83,72.47701,259.96948,5.9262821
4.55,96,1027.9,0,0,21.27,326.04,61.209215,107.98492,1.7159452
4.34,96,1028.4,0,0,20.47,325.75,61.209215,107.98492,87.292352
5.36,94,1029.2,0,0,21.27,326.04,61.209215,107.98492,290.58443
6.92,89,1029.1,0,0,25.12,334.54,57.926698,110.56926,665.51778
8.8,80,1029.1,0,0,27.79,343.44,43.929888,122.73699,492.76944
10.35,72,1028.6,0,0,30.06,353.81,29.240247,138.7534,140.00306
4.75,96,1031.3,0,0,4.1,254.74,102.11023,79.932079,4.7921769
5.35,90,1030.3,0,0,3.96,270,88.368477,88.882611,414.80171
6.94,81,1030.2,0,0,3.6,270,73.61409,98.832596,1245.102
11.3,71,1028.9,0,0,4.39,325.01,58.740219,109.69053,1936.7731
15.27,58,1028.3,0,0,12.1,329.62,43.918275,122.50162,2405.682
16.92,48,1027,0,0,14.49,333.43,29.263435,138.57267,2798.8026
17.88,45,1027.2,0,0,16.39,340.77,15.360568,158.95064,2857.0071
18.08,38,1028.1,0,0,12.43,349.99,8.5794352,182.68288,2842.0558
19.17,36,1027.4,0,0,13.8,344.88,18.279591,205.94367,2597.9899
19.64,34,1027.1,0,0,15.95,331.7,32.489543,225.37785,2171.1956
19.41,34,1026.5,0,0,18.72,322.03,47.200062,240.64117,1499.2858
18.85,36,1025.9,0,0,20.15,318.62,62.039719,252.94112,594.12119
17.84,39,1025.8,0,0,20.7,319.94,73.941703,261.52892,35.945833
4.45,93,1030.2,0,0,9,323.13,102.04937,79.685035,4.4904762
4.2,99,1030.6,0,0,6.7,323.75,88.334822,88.634872,387.12615
5.75,84,1030.5,0,0,5,329.74,73.577204,98.581285,897.60474
9.04,66,1029.4,0,0,9.72,360,58.713429,109.43939,1004.3757
11.34,55,1029.7,0,0,12.24,360,43.909492,122.26498,2034.4893
13.38,46,1027.9,0,0,15.84,360,29.291491,138.39035,2763.0826
14.8,45,1027.5,0,0,18.03,356.57,15.497985,158.89911,2228.0774
15.94,39,1026.9,0,0,17.37,354.05,8.9316005,182.82832,2186.9103
16.96,35,1026.3,0,0,16.26,354.92,18.513941,206.25103,2516.2902
17.62,32,1026.1,0,0,16.66,353.8,32.56077,225.64411,1070.2377
17.82,32,1025.7,0,0,17.87,350.73,47.335557,241.01985,1179.3527
17.89,32,1025.3,0,0,17.56,344.54,62.191587,253.32904,477.62872
17.18,35,1025.2,0,0,18.12,339.04,73.806538,261.71393,22.832843
7.21,67,1029.4,0,0,4.68,270,101.47094,79.782542,23.744074
6.97,65,1029.2,0,0,5.51,281.31,88.218507,88.444165,294.45087
8.92,61,1029.8,0,0,6.3,300.96,73.541152,98.32995,945.63214
13.04,52,1029.1,0,0,10.3,323.53,58.688353,109.18757,1655.5333
15.7,36,1028.8,0,0,14.88,327.85,43.90359,122.02692,2460.5933
16.93,33,1028.9,0,0,17.07,335.06,29.225559,138.33555,2745.8985
17.81,32,1028.7,0,0,16.07,344.41,15.643641,158.84691,2885.0596
18.74,24,1028.1,0,0,20.78,345.96,9.2860828,182.97591,2820.1377
19.65,24,1027.8,0,0,19.73,345.2,18.752897,206.56182,2570.0332
20.22,25,1027.9,0,0,18.45,342.98,32.82045,226.12729,2119.1084
20.46,26,1027.1,0,0,17.78,338.63,47.472912,241.39961,1463.5934
20.33,28,1026.7,0,0,16.9,333.43,62.28141,253.67154,632.30069
19.63,31,1026.8,0,0,15.68,328.13,74.662793,262.57354,25.66378
7.6,57,1030.1,0,0,6.49,289.44,102.66677,78.697855,7.4369697
7.15,52,1030.2,0,0,6.38,286.39,88.269994,88.140987,414.33761
7.99,50,1031.2,0,0,6.52,276.34,73.506017,98.078587,1242.1246
11.56,42,1031.1,0,0,7.7,322.59,58.665062,108.93506,1977.6512
14.45,24,1030.8,0,0,12.37,351.63,43.900624,121.78741,2467.4836
15.51,24,1030.7,0,0,17.31,3.58,29.36219,138.02018,2676.6376
16.63,28,1030,0,0,19.65,8.43,15.797199,158.79393,2951.6153
19,31,1028.1,0,0,17.11,8.47,9.6424268,183.12552,2840.5825
19.81,30,1027.2,0,0,16.6,12.53,18.996071,206.87592,2529.9274
20.36,32,1026.9,0,0,15.89,13.09,32.990376,226.50552,2189.2986
20.49,33,1026.6,0,0,17.65,11.77,47.611977,241.78031,1516.5812
20.12,33,1026.4,0,0,18.51,13.5,62.403582,254.03683,663.24186
19.13,34,1026,0,0,18.51,13.5,74.899587,263.01028,24.531707
3.05,94,1032.2,0,0,5.48,23.2,102.85315,78.288305,11.032749
2.52,94,1033,0,0,6.49,19.44,88.237683,87.894834,447.66534
3.19,89,1033.5,0,0,7.24,5.71,73.471883,97.827193,1290.326
5.87,75,1032.3,0,0,10.83,15.42,58.643626,108.68184,2020.3884
8.21,65,1032,0,0,14.33,25.28,43.900644,121.54639,2535.9097
10.76,53,1030.5,0,0,16.87,33.69,29.404832,137.83214,2860.7291
12.97,44,1029.7,0,0,18.58,35.54,15.958318,158.74003,2964.7868
14.56,39,1029.6,0,0,20.09,36.25,10.000219,183.27706,2882.3406
15.49,35,1028.6,0,0,20.02,37.69,19.243085,207.19321,2645.7264
16.16,32,1028.2,0,0,18.95,38.83,33.163009,226.88588,2190.4372
16.48,30,1027.5,0,0,18.44,38.66,47.752598,242.16177,1483.3401
16.17,29,1027.1,0,0,19.08,35.79,62.526467,254.40197,637.58692
15.08,32,1027,0,0,19.17,34.29,75.383718,263.61353,20.239352
3.3,34,1029.4,0,0,6.92,231.34,102.92297,77.958506,22.50977
3.23,29,1028.6,0,0,7.2,216.87,88.20501,87.6492,453.44921
5.21,28,1028.9,0,0,7.15,220.91,73.438833,97.575765,1267.1514
9.59,31,1027.2,0,0,2.74,246.8,58.624113,108.4279,1930.9045
13.12,26,1026.5,0,0,4.61,38.66,43.903697,121.30383,2486.0261
15.49,23,1024.9,0,0,10.44,43.6,29.452322,137.64201,2776.8061
16.75,26,1024.5,0,0,13.61,37.48,16.044646,158.83813,2859.7307
18.1,22,1024.4,0,0,8.89,31.76,10.359084,183.43039,2822.1077
18.58,24,1023.2,0,0,11.79,31.26,19.493573,207.51354,2550.4818
19.15,25,1023.3,0,0,12.68,34.59,33.338144,227.26819,1991.6871
19.28,26,1022.7,0,0,13.28,32.83,47.894623,242.54385,1376.3088
18.89,27,1022,0,0,13.39,36.25,62.649936,254.76682,473.10799
18.07,30,1021.9,0,0,14.26,42.95,74.858462,263.53331,29.267865
7.54,48,1021.6,0,0,13.98,191.89,102.47029,77.980316,18.433939
7.67,43,1021.4,0,0,14.26,190.18,88.171901,87.404082,463.9205
10.39,36,1021.3,0,0,14.42,182.86,73.406949,97.324299,1012.4864
13.89,25,1020.1,0,0,15.63,172.06,58.606589,108.17323,1580.3163
16.16,24,1019.9,0,0,15.48,162.41,43.909826,121.05968,1852.0908
17.65,25,1018.7,0,0,14.69,162.9,29.504642,137.4497,1877.7974
18.98,22,1017.8,0,0,14.59,164.25,16.301878,158.62895,2126.2377
19.49,29,1018.1,0,0,4.39,34.99,10.718677,183.58539,2445.8871
19.72,30,1017.2,0,0,9.01,2.29,19.747179,207.83677,2303.6675
19.46,29,1017.2,0,0,11.57,354.64,33.515572,227.65229,1779.6742
19.45,24,1016.8,0,0,12.6,360,48.037897,242.92636,684.29286
19.96,23,1015.7,0,0,14.87,6.95,62.773857,255.13123,97.36077
19.13,22,1015.5,0,0,14.06,2.94,74.497482,263.56102,6.387619
-0.48,88,1019.8,0,0,8.09,339.15,103.04462,77.317206,18.831473
0.14,93,1019.5,0,0,9.78,353.66,88.138414,87.159475,463.50612
0.72,88,1020.6,0,0,10.46,3.95,73.37631,97.072794,1302.6158
2.74,73,1019.6,0,0,11.37,10.95,58.591118,107.91781,2005.9706
5.32,58,1018,0,0,13.44,20.38,43.91907,120.81392,2487.1641
7.92,47,1016.6,0,0,16.12,29.43,29.561765,137.25511,2818.3444
10.26,39,1014.8,0,0,17.67,33.37,16.483638,158.57149,2940.5742
16.12,38,1012.9,0,0,14.02,41.88,11.07868,183.74193,2852.2145
16.84,36,1012.4,0,0,15.78,45,20.003558,208.16276,2607.0379
17.18,35,1011.7,0,0,16.56,47.64,33.689453,228.02735,2159.4315
17.21,34,1011.4,0,0,15.53,45.94,48.182265,243.30915,1475.6098
16.98,32,1011.6,0,0,15.78,45,62.898102,255.49505,643.55761
16.18,32,1011.4,0,0,15.53,45.94,75.845126,264.74658,18.146392
4.11,74,1013.6,0,0,7.93,219.47,103.10521,76.999483,21.656557
3.87,72,1013.4,0,0,7.99,215.84,88.104685,86.915375,487.58154
6.13,63,1013.3,0,0,6.64,220.6,73.346996,96.821249,1301.0222
10.44,53,1011.7,0,0,1.48,255.96,58.577762,107.66165,1993.0516
13.61,42,1011,0,0,5.12,39.29,43.931465,120.56651,2511.6848
15.53,35,1010.3,0,0,9.39,32.47,29.623656,137.05815,2823.7859
16.77,34,1009.8,0,0,12.4,25.82,16.671602,158.51255,2927.9754
17.76,35,1010.4,0,0,14.76,12.68,11.438801,183.89988,2874.1014
18.04,33,1010,0,0,14.47,5.71,20.262375,208.49134,2604.5209
18.42,30,1009.8,0,0,14.44,4.29,33.876482,228.42516,2186.9598
18.32,30,1009.5,0,0,13.34,3.09,48.327573,243.69205,1532.9348
18.04,29,1009.1,0,0,11.57,5.36,63.022538,255.85813,677.14549
17.3,31,1009.1,0,0,10.74,13.57,75.833769,265.01095,18.997783
4.67,94,1015.7,0,0,27.45,175.49,103.04437,76.764653,61.526763
3.92,95,1016.6,0,0,28.31,172.69,88.070884,86.671778,291.58536
5.59,85,1017,0,0,28.41,171.25,73.319083,96.569662,1198.7506
7.46,77,1016.4,0,0,28.11,170.42,58.566579,107.40473,2067.6887
9.38,70,1016.9,0,0,27.26,167.8,43.947042,120.3174,2582.9049
11.55,63,1015.9,0,0,26.9,164.48,29.686613,136.86476,2710.3849
13.28,57,1015.2,0,0,27.32,161.57,16.76611,158.64709,2954.9119
15.38,49,1014.9,0,0,25.96,163.07,11.798769,184.05908,2775.9501
16.27,45,1014.7,0,0,25.28,162.6,20.523308,208.82237,2568.1236
16.76,45,1014.9,0,0,23.8,162.39,34.059551,228.81357,2059.5733
16.9,46,1014.4,0,0,21.66,164.58,48.473664,244.07488,1422.7079
16.8,47,1014.7,0,0,18.86,166.76,63.147037,256.22033,519.10854
16.23,45,1015.6,0,0,17.56,164.54,75.822115,265.27416,23.134496
3.69,72,1024,0,0,23.83,175.67,102.98459,76.530772,33.632208
2.77,76,1024.8,0,0,22.39,175.39,88.037192,86.428683,467.36701
5.08,70,1024.7,0,0,25.76,172.78,73.292647,96.318037,1310.2292
6.46,66,1024.1,0,0,28.66,168.41,58.557627,107.14705,2029.8187
7.97,55,1024.6,0,0,29.52,167.32,43.965829,120.06657,2429.3202
9.52,49,1023.9,0,0,28.8,161.79,29.761573,136.65676,2860.7503
11.19,41,1022.8,0,0,28.66,154.72,17.06481,158.38968,2962.5103
13.9,35,1021.6,0,0,28.16,147.53,12.158329,184.2194,2949.8447
14.6,35,1021.5,0,0,29.46,144.95,20.786043,209.15567,2717.1814
15.21,30,1021.1,0,0,30.17,144.22,34.244087,229.20305,2269.9887
15.3,26,1020.6,0,0,30.6,143.13,48.620384,244.45748,1544.4435
14.96,28,1020.8,0,0,31.26,147.23,63.271466,256.58149,640.28904
14.06,31,1021.5,0,0,30.95,150.75,76.056338,265.70212,39.576705
0.49,87,1028.5,0,0,41.56,162.35,102.71848,76.434655,34.521546
0.6,89,1028.4,0,0,42.01,162.03,88.003783,86.186088,470.38138
2.18,81,1028.4,0,0,44.07,162.9,73.26776,96.066375,1204.6823
3.86,69,1027.6,0,0,45.32,165.74,58.550958,106.8886,2088.991
6.09,51,1026.6,0,0,45.66,165.85,43.987846,119.81399,2684.0389
6.66,43,1025.8,0,0,44.36,164.95,29.837493,136.45214,2613.1881
7.66,42,1024.7,0,0,39.5,161.4,17.269399,158.32543,1153.9587
11.09,41,1023.5,0,0,39.4,160.24,12.517244,184.38067,631.14707
12.05,36,1023,0,0,37.04,158.92,21.050278,209.49109,335.64778
11.69,36,1022.3,0,0,33.43,157.85,34.429888,229.59342,128.5947
12.69,34,1021.5,0,0,35.31,156.57,48.767577,244.83968,60.467734
12.3,38,1021,0,0,33.5,151.78,63.395698,256.94146,15.597349
2.71,64,1026.1,0,0,36.06,165.55,101.08204,77.240423,4.6546099
